"epoch_id","breezy-cloud-41 - _step","breezy-cloud-41 - _step__MIN","breezy-cloud-41 - _step__MAX","breezy-cloud-41 - dataset_stats.S100_N30_m3_full.gap_mean","breezy-cloud-41 - dataset_stats.S100_N30_m3_full.gap_mean__MIN","breezy-cloud-41 - dataset_stats.S100_N30_m3_full.gap_mean__MAX","rare-waterfall-40 - _step","rare-waterfall-40 - _step__MIN","rare-waterfall-40 - _step__MAX","rare-waterfall-40 - dataset_stats.S100_N30_m3_full.gap_mean","rare-waterfall-40 - dataset_stats.S100_N30_m3_full.gap_mean__MIN","rare-waterfall-40 - dataset_stats.S100_N30_m3_full.gap_mean__MAX","fast-waterfall-39 - _step","fast-waterfall-39 - _step__MIN","fast-waterfall-39 - _step__MAX","fast-waterfall-39 - dataset_stats.S100_N30_m3_full.gap_mean","fast-waterfall-39 - dataset_stats.S100_N30_m3_full.gap_mean__MIN","fast-waterfall-39 - dataset_stats.S100_N30_m3_full.gap_mean__MAX","elated-dragon-38 - _step","elated-dragon-38 - _step__MIN","elated-dragon-38 - _step__MAX","elated-dragon-38 - dataset_stats.S100_N30_m3_full.gap_mean","elated-dragon-38 - dataset_stats.S100_N30_m3_full.gap_mean__MIN","elated-dragon-38 - dataset_stats.S100_N30_m3_full.gap_mean__MAX","super-fog-37 - _step","super-fog-37 - _step__MIN","super-fog-37 - _step__MAX","super-fog-37 - dataset_stats.S100_N30_m3_full.gap_mean","super-fog-37 - dataset_stats.S100_N30_m3_full.gap_mean__MIN","super-fog-37 - dataset_stats.S100_N30_m3_full.gap_mean__MAX","legendary-terrain-36 - _step","legendary-terrain-36 - _step__MIN","legendary-terrain-36 - _step__MAX","legendary-terrain-36 - dataset_stats.S100_N30_m3_full.gap_mean","legendary-terrain-36 - dataset_stats.S100_N30_m3_full.gap_mean__MIN","legendary-terrain-36 - dataset_stats.S100_N30_m3_full.gap_mean__MAX","deep-forest-35 - _step","deep-forest-35 - _step__MIN","deep-forest-35 - _step__MAX","deep-forest-35 - dataset_stats.S100_N30_m3_full.gap_mean","deep-forest-35 - dataset_stats.S100_N30_m3_full.gap_mean__MIN","deep-forest-35 - dataset_stats.S100_N30_m3_full.gap_mean__MAX","misunderstood-river-34 - _step","misunderstood-river-34 - _step__MIN","misunderstood-river-34 - _step__MAX","misunderstood-river-34 - dataset_stats.S100_N30_m3_full.gap_mean","misunderstood-river-34 - dataset_stats.S100_N30_m3_full.gap_mean__MIN","misunderstood-river-34 - dataset_stats.S100_N30_m3_full.gap_mean__MAX","ethereal-eon-32 - _step","ethereal-eon-32 - _step__MIN","ethereal-eon-32 - _step__MAX","ethereal-eon-32 - dataset_stats.S100_N30_m3_full.gap_mean","ethereal-eon-32 - dataset_stats.S100_N30_m3_full.gap_mean__MIN","ethereal-eon-32 - dataset_stats.S100_N30_m3_full.gap_mean__MAX","worthy-tree-28 - _step","worthy-tree-28 - _step__MIN","worthy-tree-28 - _step__MAX","worthy-tree-28 - dataset_stats.S100_N30_m3_full.gap_mean","worthy-tree-28 - dataset_stats.S100_N30_m3_full.gap_mean__MIN","worthy-tree-28 - dataset_stats.S100_N30_m3_full.gap_mean__MAX","giddy-yogurt-27 - _step","giddy-yogurt-27 - _step__MIN","giddy-yogurt-27 - _step__MAX","giddy-yogurt-27 - dataset_stats.S100_N30_m3_full.gap_mean","giddy-yogurt-27 - dataset_stats.S100_N30_m3_full.gap_mean__MIN","giddy-yogurt-27 - dataset_stats.S100_N30_m3_full.gap_mean__MAX","fallen-snowflake-26 - _step","fallen-snowflake-26 - _step__MIN","fallen-snowflake-26 - _step__MAX","fallen-snowflake-26 - dataset_stats.S100_N30_m3_full.gap_mean","fallen-snowflake-26 - dataset_stats.S100_N30_m3_full.gap_mean__MIN","fallen-snowflake-26 - dataset_stats.S100_N30_m3_full.gap_mean__MAX","crimson-smoke-25 - _step","crimson-smoke-25 - _step__MIN","crimson-smoke-25 - _step__MAX","crimson-smoke-25 - dataset_stats.S100_N30_m3_full.gap_mean","crimson-smoke-25 - dataset_stats.S100_N30_m3_full.gap_mean__MIN","crimson-smoke-25 - dataset_stats.S100_N30_m3_full.gap_mean__MAX","floral-salad-24 - _step","floral-salad-24 - _step__MIN","floral-salad-24 - _step__MAX","floral-salad-24 - dataset_stats.S100_N30_m3_full.gap_mean","floral-salad-24 - dataset_stats.S100_N30_m3_full.gap_mean__MIN","floral-salad-24 - dataset_stats.S100_N30_m3_full.gap_mean__MAX"
"1290","1420","1420","1420","8.136749909567747","8.136749909567747","8.136749909567747","1420","1420","1420","2.4944183204933403","2.4944183204933403","2.4944183204933403","1420","1420","1420","4.795429526752763","4.795429526752763","4.795429526752763","1420","1420","1420","4.711724128737325","4.711724128737325","4.711724128737325","1420","1420","1420","8.180958111688248","8.180958111688248","8.180958111688248","1420","1420","1420","5.407172640405123","5.407172640405123","5.407172640405123","1420","1420","1420","8.24683018914514","8.24683018914514","8.24683018914514","1420","1420","1420","1.1760914558035518","1.1760914558035518","1.1760914558035518","1420","1420","1420","1.1609079683667192","1.1609079683667192","1.1609079683667192","1420","1420","1420","1.1119426933638763","1.1119426933638763","1.1119426933638763","1420","1420","1420","1.1303250321032225","1.1303250321032225","1.1303250321032225","1420","1420","1420","1.1420979797037123","1.1420979797037123","1.1420979797037123","1420","1420","1420","1.1415991771912761","1.1415991771912761","1.1415991771912761","1420","1420","1420","1.1412343514270389","1.1412343514270389","1.1412343514270389"
"1300","1431","1431","1431","8.136749909567747","8.136749909567747","8.136749909567747","1431","1431","1431","2.4944183204933403","2.4944183204933403","2.4944183204933403","1431","1431","1431","4.795429526752763","4.795429526752763","4.795429526752763","1431","1431","1431","4.712605707145131","4.712605707145131","4.712605707145131","1431","1431","1431","8.180958111688248","8.180958111688248","8.180958111688248","1431","1431","1431","5.274874000937494","5.274874000937494","5.274874000937494","1431","1431","1431","8.246854637157833","8.246854637157833","8.246854637157833","1431","1431","1431","1.1579634859263654","1.1579634859263654","1.1579634859263654","1431","1431","1431","1.1434709705332622","1.1434709705332622","1.1434709705332622","1431","1431","1431","1.1203548453660246","1.1203548453660246","1.1203548453660246","1431","1431","1431","1.1829444606388844","1.1829444606388844","1.1829444606388844","1431","1431","1431","1.1480433970053154","1.1480433970053154","1.1480433970053154","1431","1431","1431","1.1781489651223562","1.1781489651223562","1.1781489651223562","1431","1431","1431","1.1861560426797337","1.1861560426797337","1.1861560426797337"
"1310","1442","1442","1442","8.136749909567747","8.136749909567747","8.136749909567747","1442","1442","1442","2.4944183204933403","2.4944183204933403","2.4944183204933403","1442","1442","1442","4.795429526752763","4.795429526752763","4.795429526752763","1442","1442","1442","4.712605707145131","4.712605707145131","4.712605707145131","1442","1442","1442","8.126078110105562","8.126078110105562","8.126078110105562","1442","1442","1442","5.028946022958287","5.028946022958287","5.028946022958287","1442","1442","1442","8.246854637157833","8.246854637157833","8.246854637157833","1442","1442","1442","1.1656117167840785","1.1656117167840785","1.1656117167840785","1442","1442","1442","1.144819656877258","1.144819656877258","1.144819656877258","1442","1442","1442","1.1348460944075889","1.1348460944075889","1.1348460944075889","1442","1442","1442","1.285541723585779","1.285541723585779","1.285541723585779","1442","1442","1442","1.1423610456819804","1.1423610456819804","1.1423610456819804","1442","1442","1442","1.1949918353616136","1.1949918353616136","1.1949918353616136","1442","1442","1442","1.1671850446380998","1.1671850446380998","1.1671850446380998"
"1320","1453","1453","1453","8.136749909567747","8.136749909567747","8.136749909567747","1453","1453","1453","2.4944183204933403","2.4944183204933403","2.4944183204933403","1453","1453","1453","4.795429526752763","4.795429526752763","4.795429526752763","1453","1453","1453","4.716259756311395","4.716259756311395","4.716259756311395","1453","1453","1453","8.118299095982355","8.118299095982355","8.118299095982355","1453","1453","1453","4.903477959217872","4.903477959217872","4.903477959217872","1453","1453","1453","8.24861634372757","8.24861634372757","8.24861634372757","1453","1453","1453","1.1550072757489287","1.1550072757489287","1.1550072757489287","1453","1453","1453","1.13845063245145","1.13845063245145","1.13845063245145","1453","1453","1453","1.1651106984727118","1.1651106984727118","1.1651106984727118","1453","1453","1453","1.2663027642774691","1.2663027642774691","1.2663027642774691","1453","1453","1453","1.1489847521846777","1.1489847521846777","1.1489847521846777","1453","1453","1453","1.188496008785454","1.188496008785454","1.188496008785454","1453","1453","1453","1.179235403600364","1.179235403600364","1.179235403600364"
"1330","1464","1464","1464","8.136749909567747","8.136749909567747","8.136749909567747","1464","1464","1464","2.4944183204933403","2.4944183204933403","2.4944183204933403","1464","1464","1464","4.795429526752763","4.795429526752763","4.795429526752763","1464","1464","1464","4.7292860552269005","4.7292860552269005","4.7292860552269005","1464","1464","1464","8.115976997235881","8.115976997235881","8.115976997235881","1464","1464","1464","4.799831494138404","4.799831494138404","4.799831494138404","1464","1464","1464","8.266923251113395","8.266923251113395","8.266923251113395","1464","1464","1464","1.1570692048222506","1.1570692048222506","1.1570692048222506","1464","1464","1464","1.1442222846611554","1.1442222846611554","1.1442222846611554","1464","1464","1464","1.2977404016677412","1.2977404016677412","1.2977404016677412","1464","1464","1464","1.2779648113956754","1.2779648113956754","1.2779648113956754","1464","1464","1464","1.1602659827969704","1.1602659827969704","1.1602659827969704","1464","1464","1464","1.2174172697476362","1.2174172697476362","1.2174172697476362","1464","1464","1464","1.1746175763260223","1.1746175763260223","1.1746175763260223"
"1340","1475","1475","1475","8.136749909567747","8.136749909567747","8.136749909567747","1475","1475","1475","2.4944183204933403","2.4944183204933403","2.4944183204933403","1475","1475","1475","4.795429526752763","4.795429526752763","4.795429526752763","1475","1475","1475","4.705129354495693","4.705129354495693","4.705129354495693","1475","1475","1475","8.127371524383868","8.127371524383868","8.127371524383868","1475","1475","1475","4.629970604131409","4.629970604131409","4.629970604131409","1475","1475","1475","8.226373462628416","8.226373462628416","8.226373462628416","1475","1475","1475","1.1607418022358156","1.1607418022358156","1.1607418022358156","1475","1475","1475","1.1490246117329803","1.1490246117329803","1.1490246117329803","1475","1475","1475","1.2801158784166387","1.2801158784166387","1.2801158784166387","1475","1475","1475","1.237762051052668","1.237762051052668","1.237762051052668","1475","1475","1475","1.196377626928201","1.196377626928201","1.196377626928201","1475","1475","1475","1.2263590736022136","1.2263590736022136","1.2263590736022136","1475","1475","1475","1.1847502582205942","1.1847502582205942","1.1847502582205942"
"1350","1486","1486","1486","8.136749909567747","8.136749909567747","8.136749909567747","1486","1486","1486","2.4944183204933403","2.4944183204933403","2.4944183204933403","1486","1486","1486","4.795429526752763","4.795429526752763","4.795429526752763","1486","1486","1486","4.689604731442505","4.689604731442505","4.689604731442505","1486","1486","1486","8.127371524383868","8.127371524383868","8.127371524383868","1486","1486","1486","4.638873691003305","4.638873691003305","4.638873691003305","1486","1486","1486","8.221424881388595","8.221424881388595","8.221424881388595","1486","1486","1486","1.1683859217063592","1.1683859217063592","1.1683859217063592","1486","1486","1486","1.1364939055665295","1.1364939055665295","1.1364939055665295","1486","1486","1486","1.2625697033867251","1.2625697033867251","1.2625697033867251","1486","1486","1486","1.229052508194208","1.229052508194208","1.229052508194208","1486","1486","1486","1.1952643605491133","1.1952643605491133","1.1952643605491133","1486","1486","1486","1.2346568645632061","1.2346568645632061","1.2346568645632061","1486","1486","1486","1.178977912439681","1.178977912439681","1.178977912439681"
"1360","1497","1497","1497","8.136749909567747","8.136749909567747","8.136749909567747","1497","1497","1497","2.4944183204933403","2.4944183204933403","2.4944183204933403","1497","1497","1497","4.795429526752763","4.795429526752763","4.795429526752763","1497","1497","1497","4.585487890303279","4.585487890303279","4.585487890303279","1497","1497","1497","8.128207481695663","8.128207481695663","8.128207481695663","1497","1497","1497","4.715980758023077","4.715980758023077","4.715980758023077","1497","1497","1497","8.236199718051386","8.236199718051386","8.236199718051386","1497","1497","1497","1.180622907801415","1.180622907801415","1.180622907801415","1497","1497","1497","1.1544479034516653","1.1544479034516653","1.1544479034516653","1497","1497","1497","1.25107121613619","1.25107121613619","1.25107121613619","1497","1497","1497","1.1965403473843967","1.1965403473843967","1.1965403473843967","1497","1497","1497","1.1719188886822183","1.1719188886822183","1.1719188886822183","1497","1497","1497","1.1930450359187688","1.1930450359187688","1.1930450359187688","1497","1497","1497","1.1728673998232453","1.1728673998232453","1.1728673998232453"
"1370","1508","1508","1508","8.136749909567747","8.136749909567747","8.136749909567747","1508","1508","1508","2.4944183204933403","2.4944183204933403","2.4944183204933403","1508","1508","1508","4.795429526752763","4.795429526752763","4.795429526752763","1508","1508","1508","4.467835877157464","4.467835877157464","4.467835877157464","1508","1508","1508","8.166691985374001","8.166691985374001","8.166691985374001","1508","1508","1508","4.638873691003305","4.638873691003305","4.638873691003305","1508","1508","1508","8.23822511939665","8.23822511939665","8.23822511939665","1508","1508","1508","1.1733131398049816","1.1733131398049816","1.1733131398049816","1508","1508","1508","1.1354169816362287","1.1354169816362287","1.1354169816362287","1508","1508","1508","1.6775140902089682","1.6775140902089682","1.6775140902089682","1508","1508","1508","1.1741197981027651","1.1741197981027651","1.1741197981027651","1508","1508","1508","1.1926676955414797","1.1926676955414797","1.1926676955414797","1508","1508","1508","1.1664347200703626","1.1664347200703626","1.1664347200703626","1508","1508","1508","1.1932666168066777","1.1932666168066777","1.1932666168066777"
"1380","1519","1519","1519","8.136749909567747","8.136749909567747","8.136749909567747","1519","1519","1519","2.4944183204933403","2.4944183204933403","2.4944183204933403","1519","1519","1519","4.795429526752763","4.795429526752763","4.795429526752763","1519","1519","1519","4.454452815493337","4.454452815493337","4.454452815493337","1519","1519","1519","8.181498088539477","8.181498088539477","8.181498088539477","1519","1519","1519","4.74283114275712","4.74283114275712","4.74283114275712","1519","1519","1519","8.236177040455795","8.236177040455795","8.236177040455795","1519","1519","1519","1.1760442346960658","1.1760442346960658","1.1760442346960658","1519","1519","1519","1.1682777778602662","1.1682777778602662","1.1682777778602662","1519","1519","1519","1.625691023283225","1.625691023283225","1.625691023283225","1519","1519","1519","1.18354676842565","1.18354676842565","1.18354676842565","1519","1519","1519","1.2003252138779645","1.2003252138779645","1.2003252138779645","1519","1519","1519","1.1585746687586007","1.1585746687586007","1.1585746687586007","1519","1519","1519","1.1485483517274995","1.1485483517274995","1.1485483517274995"
"1390","1530","1530","1530","8.136749909567747","8.136749909567747","8.136749909567747","1530","1530","1530","2.4944183204933403","2.4944183204933403","2.4944183204933403","1530","1530","1530","4.795429526752763","4.795429526752763","4.795429526752763","1530","1530","1530","4.457947494928745","4.457947494928745","4.457947494928745","1530","1530","1530","8.18591733897071","8.18591733897071","8.18591733897071","1530","1530","1530","4.741625828416563","4.741625828416563","4.741625828416563","1530","1530","1530","8.172902555742036","8.172902555742036","8.172902555742036","1530","1530","1530","1.1783065686966794","1.1783065686966794","1.1783065686966794","1530","1530","1530","1.143453191698675","1.143453191698675","1.143453191698675","1530","1530","1530","1.2488379947105315","1.2488379947105315","1.2488379947105315","1530","1530","1530","1.1538561716625013","1.1538561716625013","1.1538561716625013","1530","1530","1530","1.1996470087042628","1.1996470087042628","1.1996470087042628","1530","1530","1530","1.1431226233975091","1.1431226233975091","1.1431226233975091","1530","1530","1530","1.1784163107060721","1.1784163107060721","1.1784163107060721"
"1400","1541","1541","1541","8.136749909567747","8.136749909567747","8.136749909567747","1541","1541","1541","2.4944183204933403","2.4944183204933403","2.4944183204933403","1541","1541","1541","4.795429526752763","4.795429526752763","4.795429526752763","1541","1541","1541","3.4535386237018195","3.4535386237018195","3.4535386237018195","1541","1541","1541","8.18591733897071","8.18591733897071","8.18591733897071","1541","1541","1541","4.596713909053565","4.596713909053565","4.596713909053565","1541","1541","1541","8.235592862694059","8.235592862694059","8.235592862694059","1541","1541","1541","1.175522091471933","1.175522091471933","1.175522091471933","1541","1541","1541","1.136014510313494","1.136014510313494","1.136014510313494","1541","1541","1541","1.3208774332217907","1.3208774332217907","1.3208774332217907","1541","1541","1541","1.1655067213792825","1.1655067213792825","1.1655067213792825","1541","1541","1541","1.1712725088768858","1.1712725088768858","1.1712725088768858","1541","1541","1541","1.144952171184686","1.144952171184686","1.144952171184686","1541","1541","1541","1.1906533889008062","1.1906533889008062","1.1906533889008062"
"1410","1552","1552","1552","8.136749909567747","8.136749909567747","8.136749909567747","1552","1552","1552","2.4944183204933403","2.4944183204933403","2.4944183204933403","1552","1552","1552","4.795429526752763","4.795429526752763","4.795429526752763","1552","1552","1552","3.4273330234825523","3.4273330234825523","3.4273330234825523","1552","1552","1552","8.183224259760552","8.183224259760552","8.183224259760552","1552","1552","1552","4.523698970309006","4.523698970309006","4.523698970309006","1552","1552","1552","8.185430628865987","8.185430628865987","8.185430628865987","1552","1552","1552","1.169381141631898","1.169381141631898","1.169381141631898","1552","1552","1552","1.1257416144052925","1.1257416144052925","1.1257416144052925","1552","1552","1552","1.3490010657090628","1.3490010657090628","1.3490010657090628","1552","1552","1552","1.150443059415133","1.150443059415133","1.150443059415133","1552","1552","1552","1.158678957693902","1.158678957693902","1.158678957693902","1552","1552","1552","1.1685420038371743","1.1685420038371743","1.1685420038371743","1552","1552","1552","1.2006917353071778","1.2006917353071778","1.2006917353071778"
"1420","1563","1563","1563","8.136749909567747","8.136749909567747","8.136749909567747","1563","1563","1563","2.4944183204933403","2.4944183204933403","2.4944183204933403","1563","1563","1563","4.795429526752763","4.795429526752763","4.795429526752763","1563","1563","1563","3.798390446903568","3.798390446903568","3.798390446903568","1563","1563","1563","8.183224259760552","8.183224259760552","8.183224259760552","1563","1563","1563","4.624952926697636","4.624952926697636","4.624952926697636","1563","1563","1563","8.227018657451543","8.227018657451543","8.227018657451543","1563","1563","1563","1.168774545217506","1.168774545217506","1.168774545217506","1563","1563","1563","1.161613717684541","1.161613717684541","1.161613717684541","1563","1563","1563","1.3390979984384517","1.3390979984384517","1.3390979984384517","1563","1563","1563","1.146387462495879","1.146387462495879","1.146387462495879","1563","1563","1563","1.1459517292135362","1.1459517292135362","1.1459517292135362","1563","1563","1563","1.1640545254287782","1.1640545254287782","1.1640545254287782","1563","1563","1563","1.1707547075058509","1.1707547075058509","1.1707547075058509"
"1430","1574","1574","1574","8.136749909567747","8.136749909567747","8.136749909567747","1574","1574","1574","2.4944183204933403","2.4944183204933403","2.4944183204933403","1574","1574","1574","4.795429526752763","4.795429526752763","4.795429526752763","1574","1574","1574","3.829845037125273","3.829845037125273","3.829845037125273","1574","1574","1574","8.18030328044692","8.18030328044692","8.18030328044692","1574","1574","1574","4.5159515526508365","4.5159515526508365","4.5159515526508365","1574","1574","1574","8.227018657451543","8.227018657451543","8.227018657451543","1574","1574","1574","1.1826447388658619","1.1826447388658619","1.1826447388658619","1574","1574","1574","1.1389133571367422","1.1389133571367422","1.1389133571367422","1574","1574","1574","1.9304807496677099","1.9304807496677099","1.9304807496677099","1574","1574","1574","1.2184812946084924","1.2184812946084924","1.2184812946084924","1574","1574","1574","1.1444758030302955","1.1444758030302955","1.1444758030302955","1574","1574","1574","1.1564255059081772","1.1564255059081772","1.1564255059081772","1574","1574","1574","1.1749379251329213","1.1749379251329213","1.1749379251329213"
"1440","1585","1585","1585","8.136749909567747","8.136749909567747","8.136749909567747","1585","1585","1585","2.4944183204933403","2.4944183204933403","2.4944183204933403","1585","1585","1585","4.795429526752763","4.795429526752763","4.795429526752763","1585","1585","1585","4.412526930417334","4.412526930417334","4.412526930417334","1585","1585","1585","8.180879909899092","8.180879909899092","8.180879909899092","1585","1585","1585","4.4555926325544","4.4555926325544","4.4555926325544","1585","1585","1585","8.227018657451543","8.227018657451543","8.227018657451543","1585","1585","1585","1.124043518886678","1.124043518886678","1.124043518886678","1585","1585","1585","1.1448609190942662","1.1448609190942662","1.1448609190942662","1585","1585","1585","1.3639472952058203","1.3639472952058203","1.3639472952058203","1585","1585","1585","1.2565453375565288","1.2565453375565288","1.2565453375565288","1585","1585","1585","1.143003955358714","1.143003955358714","1.143003955358714","1585","1585","1585","1.1853437577008723","1.1853437577008723","1.1853437577008723","1585","1585","1585","1.1705293063176256","1.1705293063176256","1.1705293063176256"
"1450","1596","1596","1596","8.136749909567747","8.136749909567747","8.136749909567747","1596","1596","1596","2.4944183204933403","2.4944183204933403","2.4944183204933403","1596","1596","1596","4.795429526752763","4.795429526752763","4.795429526752763","1596","1596","1596","4.322209262618995","4.322209262618995","4.322209262618995","1596","1596","1596","8.180092990519615","8.180092990519615","8.180092990519615","1596","1596","1596","4.470702166133094","4.470702166133094","4.470702166133094","1596","1596","1596","8.225734508897826","8.225734508897826","8.225734508897826","1596","1596","1596","1.1233914754968337","1.1233914754968337","1.1233914754968337","1596","1596","1596","1.1557690383458836","1.1557690383458836","1.1557690383458836","1596","1596","1596","1.3082552340338398","1.3082552340338398","1.3082552340338398","1596","1596","1596","1.2179563274861858","1.2179563274861858","1.2179563274861858","1596","1596","1596","1.1335714584575056","1.1335714584575056","1.1335714584575056","1596","1596","1596","1.1396165334708366","1.1396165334708366","1.1396165334708366","1596","1596","1596","1.153535668260804","1.153535668260804","1.153535668260804"
"1460","1607","1607","1607","8.136749909567747","8.136749909567747","8.136749909567747","1607","1607","1607","2.4944183204933403","2.4944183204933403","2.4944183204933403","1607","1607","1607","4.795429526752763","4.795429526752763","4.795429526752763","1607","1607","1607","4.263141380867496","4.263141380867496","4.263141380867496","1607","1607","1607","8.178394899752867","8.178394899752867","8.178394899752867","1607","1607","1607","4.51012891469317","4.51012891469317","4.51012891469317","1607","1607","1607","8.216434182829733","8.216434182829733","8.216434182829733","1607","1607","1607","1.1321767996109713","1.1321767996109713","1.1321767996109713","1607","1607","1607","1.1587417561308682","1.1587417561308682","1.1587417561308682","1607","1607","1607","1.3022943249600913","1.3022943249600913","1.3022943249600913","1607","1607","1607","1.2288498519480375","1.2288498519480375","1.2288498519480375","1607","1607","1607","1.1460625246595624","1.1460625246595624","1.1460625246595624","1607","1607","1607","1.1258922162546359","1.1258922162546359","1.1258922162546359","1607","1607","1607","1.139047857895158","1.139047857895158","1.139047857895158"
"1470","1618","1618","1618","8.136749909567747","8.136749909567747","8.136749909567747","1618","1618","1618","2.4944183204933403","2.4944183204933403","2.4944183204933403","1618","1618","1618","4.795429526752763","4.795429526752763","4.795429526752763","1618","1618","1618","4.2826453633297765","4.2826453633297765","4.2826453633297765","1618","1618","1618","8.180879909899092","8.180879909899092","8.180879909899092","1618","1618","1618","4.516864939332463","4.516864939332463","4.516864939332463","1618","1618","1618","8.217024081654793","8.217024081654793","8.217024081654793","1618","1618","1618","1.1406471869202917","1.1406471869202917","1.1406471869202917","1618","1618","1618","1.1431600159547357","1.1431600159547357","1.1431600159547357","1618","1618","1618","1.292776176710719","1.292776176710719","1.292776176710719","1618","1618","1618","1.1934777351758037","1.1934777351758037","1.1934777351758037","1618","1618","1618","1.17278193400434","1.17278193400434","1.17278193400434","1618","1618","1618","1.121260541244027","1.121260541244027","1.121260541244027","1618","1618","1618","1.1553530947179176","1.1553530947179176","1.1553530947179176"
"1480","1629","1629","1629","8.136749909567747","8.136749909567747","8.136749909567747","1629","1629","1629","2.4944183204933403","2.4944183204933403","2.4944183204933403","1629","1629","1629","4.795429526752763","4.795429526752763","4.795429526752763","1629","1629","1629","4.2826453633297765","4.2826453633297765","4.2826453633297765","1629","1629","1629","8.183335773593145","8.183335773593145","8.183335773593145","1629","1629","1629","4.640400306075216","4.640400306075216","4.640400306075216","1629","1629","1629","8.200037693119382","8.200037693119382","8.200037693119382","1629","1629","1629","1.1326704539224577","1.1326704539224577","1.1326704539224577","1629","1629","1629","1.1524645219040406","1.1524645219040406","1.1524645219040406","1629","1629","1629","1.3155612419354932","1.3155612419354932","1.3155612419354932","1629","1629","1629","1.188277320130484","1.188277320130484","1.188277320130484","1629","1629","1629","1.137894736493674","1.137894736493674","1.137894736493674","1629","1629","1629","1.1266760517062762","1.1266760517062762","1.1266760517062762","1629","1629","1629","1.1346136641262912","1.1346136641262912","1.1346136641262912"
"1490","1640","1640","1640","8.136749909567747","8.136749909567747","8.136749909567747","1640","1640","1640","2.4944183204933403","2.4944183204933403","2.4944183204933403","1640","1640","1640","4.795429526752763","4.795429526752763","4.795429526752763","1640","1640","1640","4.2830426552532606","4.2830426552532606","4.2830426552532606","1640","1640","1640","8.182680942351817","8.182680942351817","8.182680942351817","1640","1640","1640","4.804573748827619","4.804573748827619","4.804573748827619","1640","1640","1640","8.200037693119382","8.200037693119382","8.200037693119382","1640","1640","1640","1.1555729032788085","1.1555729032788085","1.1555729032788085","1640","1640","1640","1.1526965987061313","1.1526965987061313","1.1526965987061313","1640","1640","1640","1.2545208675093478","1.2545208675093478","1.2545208675093478","1640","1640","1640","1.141580899407071","1.141580899407071","1.141580899407071","1640","1640","1640","1.124881538034795","1.124881538034795","1.124881538034795","1640","1640","1640","1.1153709645536","1.1153709645536","1.1153709645536","1640","1640","1640","1.1403595401493125","1.1403595401493125","1.1403595401493125"
"1500","1651","1651","1651","8.136749909567747","8.136749909567747","8.136749909567747","1651","1651","1651","2.4944183204933403","2.4944183204933403","2.4944183204933403","1651","1651","1651","4.795429526752763","4.795429526752763","4.795429526752763","1651","1651","1651","4.389916852239576","4.389916852239576","4.389916852239576","1651","1651","1651","8.182680942351817","8.182680942351817","8.182680942351817","1651","1651","1651","4.91986303581059","4.91986303581059","4.91986303581059","1651","1651","1651","8.207718825744019","8.207718825744019","8.207718825744019","1651","1651","1651","1.1562182066486049","1.1562182066486049","1.1562182066486049","1651","1651","1651","1.1623054951408667","1.1623054951408667","1.1623054951408667","1651","1651","1651","1.2690913072836114","1.2690913072836114","1.2690913072836114","1651","1651","1651","1.1448984489720782","1.1448984489720782","1.1448984489720782","1651","1651","1651","1.1247842058793467","1.1247842058793467","1.1247842058793467","1651","1651","1651","1.0959430946224877","1.0959430946224877","1.0959430946224877","1651","1651","1651","1.1418741930967595","1.1418741930967595","1.1418741930967595"
"1510","1662","1662","1662","8.136749909567747","8.136749909567747","8.136749909567747","1662","1662","1662","2.4944183204933403","2.4944183204933403","2.4944183204933403","1662","1662","1662","4.795429526752763","4.795429526752763","4.795429526752763","1662","1662","1662","4.326391081018318","4.326391081018318","4.326391081018318","1662","1662","1662","8.182680942351817","8.182680942351817","8.182680942351817","1662","1662","1662","4.91986303581059","4.91986303581059","4.91986303581059","1662","1662","1662","8.216509407203354","8.216509407203354","8.216509407203354","1662","1662","1662","1.1587552521894173","1.1587552521894173","1.1587552521894173","1662","1662","1662","1.1691067438690574","1.1691067438690574","1.1691067438690574","1662","1662","1662","1.1735436397553922","1.1735436397553922","1.1735436397553922","1662","1662","1662","1.1600002374251268","1.1600002374251268","1.1600002374251268","1662","1662","1662","1.1834542048361925","1.1834542048361925","1.1834542048361925","1662","1662","1662","1.132134396702093","1.132134396702093","1.132134396702093","1662","1662","1662","1.1570417442019576","1.1570417442019576","1.1570417442019576"
"1520","1673","1673","1673","8.136749909567747","8.136749909567747","8.136749909567747","1673","1673","1673","2.4944183204933403","2.4944183204933403","2.4944183204933403","1673","1673","1673","4.795429526752763","4.795429526752763","4.795429526752763","1673","1673","1673","4.263044525216817","4.263044525216817","4.263044525216817","1673","1673","1673","8.182680942351817","8.182680942351817","8.182680942351817","1673","1673","1673","4.91986303581059","4.91986303581059","4.91986303581059","1673","1673","1673","8.216509407203354","8.216509407203354","8.216509407203354","1673","1673","1673","1.1545008569775144","1.1545008569775144","1.1545008569775144","1673","1673","1673","1.1527882732305788","1.1527882732305788","1.1527882732305788","1673","1673","1673","1.1916454477242766","1.1916454477242766","1.1916454477242766","1673","1673","1673","1.1353917326801424","1.1353917326801424","1.1353917326801424","1673","1673","1673","1.1148663751151282","1.1148663751151282","1.1148663751151282","1673","1673","1673","1.1178963446933217","1.1178963446933217","1.1178963446933217","1673","1673","1673","1.201093067539759","1.201093067539759","1.201093067539759"
